ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000088176	ENSDARG00000091720
ENSDARG00000053453	ENSDARG00000010957
ENSDARG00000090752	ENSDARG00000019130
ENSDARG00000079069	ENSDARG00000016311
ENSDARG00000089560	ENSDARG00000004598
ENSDARG00000010572	ENSDARG00000035468
ENSDARG00000090513	ENSDARG00000094080
ENSDARG00000087002	ENSDARG00000004598
ENSDARG00000062900	ENSDARG00000062450
ENSDARG00000015732	ENSDARG00000045601
ENSDARG00000086248	ENSDARG00000002666
ENSDARG00000032197	ENSDARG00000015312
ENSDARG00000045378	ENSDARG00000061292
ENSDARG00000089943	ENSDARG00000071780
ENSDARG00000078485	ENSDARG00000075539
ENSDARG00000051726	ENSDARG00000093756
ENSDARG00000068659	ENSDARG00000088846
ENSDARG00000052207	ENSDARG00000001818
ENSDARG00000062967	ENSDARG00000051892
ENSDARG00000056036	ENSDARG00000001994
ENSDARG00000052966	ENSDARG00000057206
ENSDARG00000057519	ENSDARG00000037682
ENSDARG00000074106	ENSDARG00000004109
ENSDARG00000052405	ENSDARG00000027564
ENSDARG00000086952	ENSDARG00000011863
ENSDARG00000076777	ENSDARG00000074959
ENSDARG00000091446	ENSDARG00000090521
ENSDARG00000013813	ENSDARG00000016396
ENSDARG00000025012	ENSDARG00000040988
ENSDARG00000068704	ENSDARG00000086633
ENSDARG00000074089	ENSDARG00000074738
ENSDARG00000051737	ENSDARG00000091770
ENSDARG00000051736	ENSDARG00000086552
ENSDARG00000007601	ENSDARG00000011932
ENSDARG00000088484	ENSDARG00000002666
ENSDARG00000045627	ENSDARG00000015575
ENSDARG00000018461	ENSDARG00000031776
ENSDARG00000038716	ENSDARG00000018105
ENSDARG00000042492	ENSDARG00000020964
ENSDARG00000087002	ENSDARG00000041032
ENSDARG00000070287	ENSDARG00000091525
ENSDARG00000087002	ENSDARG00000041030
ENSDARG00000057669	ENSDARG00000074231
ENSDARG00000013861	ENSDARG00000020887
ENSDARG00000075877	ENSDARG00000074633
ENSDARG00000051732	ENSDARG00000091051
ENSDARG00000075168	ENSDARG00000036809
ENSDARG00000075352	ENSDARG00000061051
ENSDARG00000074089	ENSDARG00000078940
ENSDARG00000068310	ENSDARG00000055186
ENSDARG00000089684	ENSDARG00000090521
ENSDARG00000076129	ENSDARG00000079909
ENSDARG00000017906	ENSDARG00000018119
ENSDARG00000053484	ENSDARG00000093334
ENSDARG00000053257	ENSDARG00000067546
ENSDARG00000092200	ENSDARG00000028786
ENSDARG00000056806	ENSDARG00000051915
ENSDARG00000002148	ENSDARG00000015707
ENSDARG00000061976	ENSDARG00000036626
ENSDARG00000090629	ENSDARG00000036460
ENSDARG00000093123	ENSDARG00000088418
ENSDARG00000051970	ENSDARG00000002538
ENSDARG00000071596	ENSDARG00000068483
ENSDARG00000030867	ENSDARG00000078369
ENSDARG00000039801	ENSDARG00000040599
ENSDARG00000001154	ENSDARG00000088977
ENSDARG00000020708	ENSDARG00000036036
ENSDARG00000059362	ENSDARG00000076411
ENSDARG00000091446	ENSDARG00000089437
ENSDARG00000092469	ENSDARG00000091008
ENSDARG00000045443	ENSDARG00000018616
ENSDARG00000095494	ENSDARG00000056062
ENSDARG00000003016	ENSDARG00000042094
ENSDARG00000055365	ENSDARG00000074286
ENSDARG00000076778	ENSDARG00000079425
ENSDARG00000043997	ENSDARG00000068290
ENSDARG00000043128	ENSDARG00000006580
ENSDARG00000030012	ENSDARG00000095170
ENSDARG00000078116	ENSDARG00000060452
ENSDARG00000075963	ENSDARG00000036588
ENSDARG00000028583	ENSDARG00000045051
ENSDARG00000003032	ENSDARG00000092115
ENSDARG00000036295	ENSDARG00000031461
ENSDARG00000070568	ENSDARG00000005974
ENSDARG00000003165	ENSDARG00000003607
ENSDARG00000015790	ENSDARG00000042837
ENSDARG00000017884	ENSDARG00000002945
ENSDARG00000005942	ENSDARG00000022229
ENSDARG00000032708	ENSDARG00000057606
ENSDARG00000077854	ENSDARG00000037682
ENSDARG00000068660	ENSDARG00000004598
ENSDARG00000046150	ENSDARG00000076701
ENSDARG00000094882	ENSDARG00000056379
ENSDARG00000006862	ENSDARG00000008639
ENSDARG00000039363	ENSDARG00000008312
ENSDARG00000088708	ENSDARG00000032984
ENSDARG00000012694	ENSDARG00000001818
ENSDARG00000077950	ENSDARG00000090741
ENSDARG00000091172	ENSDARG00000025600
ENSDARG00000068221	ENSDARG00000070813
ENSDARG00000060326	ENSDARG00000060805
ENSDARG00000087983	ENSDARG00000090953
ENSDARG00000068660	ENSDARG00000041030
ENSDARG00000068660	ENSDARG00000041032
ENSDARG00000057913	ENSDARG00000056105
ENSDARG00000011929	ENSDARG00000057770
ENSDARG00000069620	ENSDARG00000088829
ENSDARG00000091662	ENSDARG00000006396
ENSDARG00000068507	ENSDARG00000007655
ENSDARG00000061883	ENSDARG00000038532
ENSDARG00000030441	ENSDARG00000034201
ENSDARG00000018423	ENSDARG00000013838
ENSDARG00000068659	ENSDARG00000092218
ENSDARG00000038446	ENSDARG00000031622
ENSDARG00000051734	ENSDARG00000086552
ENSDARG00000032348	ENSDARG00000052118
ENSDARG00000006074	ENSDARG00000022213
ENSDARG00000045253	ENSDARG00000088401
ENSDARG00000029952	ENSDARG00000088554
ENSDARG00000093195	ENSDARG00000078724
ENSDARG00000057128	ENSDARG00000060594
ENSDARG00000034056	ENSDARG00000005458
ENSDARG00000055952	ENSDARG00000073780
ENSDARG00000055994	ENSDARG00000033266
ENSDARG00000019365	ENSDARG00000023082
ENSDARG00000078951	ENSDARG00000089195
ENSDARG00000095297	ENSDARG00000041404
ENSDARG00000089289	ENSDARG00000037691
ENSDARG00000086672	ENSDARG00000053192
ENSDARG00000018108	ENSDARG00000073803
ENSDARG00000042927	ENSDARG00000002659
ENSDARG00000093195	ENSDARG00000091066
ENSDARG00000030326	ENSDARG00000018787
ENSDARG00000079770	ENSDARG00000074959
ENSDARG00000003971	ENSDARG00000053499
ENSDARG00000041884	ENSDARG00000031929
ENSDARG00000056532	ENSDARG00000053425
ENSDARG00000038585	ENSDARG00000015835
ENSDARG00000087707	ENSDARG00000074966
ENSDARG00000034650	ENSDARG00000007697
ENSDARG00000036587	ENSDARG00000021149
ENSDARG00000036944	ENSDARG00000061644
ENSDARG00000071368	ENSDARG00000087066
ENSDARG00000088593	ENSDARG00000093269
ENSDARG00000071865	ENSDARG00000027290
ENSDARG00000068659	ENSDARG00000091791
ENSDARG00000088397	ENSDARG00000059798
ENSDARG00000040649	ENSDARG00000045694
ENSDARG00000094496	ENSDARG00000095512
ENSDARG00000020618	ENSDARG00000094516
ENSDARG00000086304	ENSDARG00000074260
ENSDARG00000025314	ENSDARG00000030665
ENSDARG00000016448	ENSDARG00000055809
ENSDARG00000055307	ENSDARG00000000690
ENSDARG00000086917	ENSDARG00000008219
ENSDARG00000059897	ENSDARG00000059645
ENSDARG00000044973	ENSDARG00000023082
ENSDARG00000007099	ENSDARG00000077765
ENSDARG00000044973	ENSDARG00000094041
ENSDARG00000022767	ENSDARG00000042780
ENSDARG00000070560	ENSDARG00000068868
ENSDARG00000014973	ENSDARG00000073713
ENSDARG00000076009	ENSDARG00000074020
ENSDARG00000088967	ENSDARG00000088996
ENSDARG00000030289	ENSDARG00000013168
ENSDARG00000040910	ENSDARG00000090704
ENSDARG00000043271	ENSDARG00000056679
ENSDARG00000055172	ENSDARG00000021681
ENSDARG00000034062	ENSDARG00000056856
ENSDARG00000018461	ENSDARG00000073936
ENSDARG00000009612	ENSDARG00000008541
ENSDARG00000075158	ENSDARG00000088726
ENSDARG00000087120	ENSDARG00000003697
ENSDARG00000095404	ENSDARG00000055076
ENSDARG00000006617	ENSDARG00000043012
ENSDARG00000051730	ENSDARG00000008100
ENSDARG00000095378	ENSDARG00000073891
ENSDARG00000063436	ENSDARG00000076712
ENSDARG00000089090	ENSDARG00000087446
ENSDARG00000014675	ENSDARG00000032485
ENSDARG00000007630	ENSDARG00000028295
ENSDARG00000055952	ENSDARG00000022229
ENSDARG00000074937	ENSDARG00000094931
ENSDARG00000035452	ENSDARG00000015134
ENSDARG00000086591	ENSDARG00000087235
ENSDARG00000061732	ENSDARG00000006301
ENSDARG00000043142	ENSDARG00000003090
ENSDARG00000056009	ENSDARG00000038532
ENSDARG00000045628	ENSDARG00000010977
ENSDARG00000088847	ENSDARG00000089174
ENSDARG00000087666	ENSDARG00000016058
ENSDARG00000055159	ENSDARG00000073764
ENSDARG00000079378	ENSDARG00000061093
ENSDARG00000062610	ENSDARG00000077771
ENSDARG00000062024	ENSDARG00000061817
ENSDARG00000091778	ENSDARG00000087066
ENSDARG00000069795	ENSDARG00000035184
ENSDARG00000052708	ENSDARG00000000474
ENSDARG00000062893	ENSDARG00000035819
ENSDARG00000071501	ENSDARG00000088426
ENSDARG00000090766	ENSDARG00000089924
ENSDARG00000005699	ENSDARG00000044325
ENSDARG00000059391	ENSDARG00000011934
ENSDARG00000078129	ENSDARG00000059899
ENSDARG00000090528	ENSDARG00000061829
ENSDARG00000093027	ENSDARG00000076707
ENSDARG00000035215	ENSDARG00000075140
ENSDARG00000055075	ENSDARG00000014651
ENSDARG00000068520	ENSDARG00000027697
ENSDARG00000079770	ENSDARG00000077771
ENSDARG00000074734	ENSDARG00000090223
ENSDARG00000051736	ENSDARG00000093071
ENSDARG00000061746	ENSDARG00000076601
ENSDARG00000043953	ENSDARG00000076707
ENSDARG00000090513	ENSDARG00000041024
ENSDARG00000057519	ENSDARG00000074738
ENSDARG00000069940	ENSDARG00000059933
ENSDARG00000024619	ENSDARG00000076660
ENSDARG00000079274	ENSDARG00000038891
ENSDARG00000042467	ENSDARG00000059190
ENSDARG00000079760	ENSDARG00000088640
ENSDARG00000055255	ENSDARG00000002585
ENSDARG00000016081	ENSDARG00000038372
ENSDARG00000077854	ENSDARG00000078190
ENSDARG00000092117	ENSDARG00000063062
ENSDARG00000087002	ENSDARG00000025658
ENSDARG00000075349	ENSDARG00000068760
ENSDARG00000086969	ENSDARG00000075260
ENSDARG00000041581	ENSDARG00000012887
ENSDARG00000043142	ENSDARG00000086633
ENSDARG00000079340	ENSDARG00000046012
ENSDARG00000034956	ENSDARG00000006003
ENSDARG00000094249	ENSDARG00000070907
ENSDARG00000057419	ENSDARG00000017398
ENSDARG00000033364	ENSDARG00000024143
ENSDARG00000039150	ENSDARG00000088643
ENSDARG00000090279	ENSDARG00000088846
ENSDARG00000067751	ENSDARG00000086463
ENSDARG00000077854	ENSDARG00000075260
ENSDARG00000054560	ENSDARG00000032963
ENSDARG00000036171	ENSDARG00000043196
ENSDARG00000060954	ENSDARG00000076747
ENSDARG00000009045	ENSDARG00000007009
ENSDARG00000092938	ENSDARG00000091720
ENSDARG00000044975	ENSDARG00000090268
ENSDARG00000071626	ENSDARG00000045979
ENSDARG00000045298	ENSDARG00000006712
ENSDARG00000086294	ENSDARG00000020286
ENSDARG00000056209	ENSDARG00000071445
ENSDARG00000041504	ENSDARG00000015955
ENSDARG00000094862	ENSDARG00000073780
ENSDARG00000055161	ENSDARG00000011673
ENSDARG00000074106	ENSDARG00000039257
ENSDARG00000056845	ENSDARG00000095512
ENSDARG00000087670	ENSDARG00000090893
ENSDARG00000087359	ENSDARG00000001818
ENSDARG00000078994	ENSDARG00000090771
ENSDARG00000062148	ENSDARG00000061138
ENSDARG00000075849	ENSDARG00000074229
ENSDARG00000003523	ENSDARG00000036084
ENSDARG00000003523	ENSDARG00000036085
ENSDARG00000005115	ENSDARG00000045676
ENSDARG00000087013	ENSDARG00000093440
ENSDARG00000016867	ENSDARG00000029890
ENSDARG00000091488	ENSDARG00000091720
ENSDARG00000042122	ENSDARG00000058229
ENSDARG00000074414	ENSDARG00000076104
ENSDARG00000008329	ENSDARG00000071637
ENSDARG00000091172	ENSDARG00000094080
ENSDARG00000077095	ENSDARG00000063594
ENSDARG00000002748	ENSDARG00000000189
ENSDARG00000093706	ENSDARG00000054921
ENSDARG00000074254	ENSDARG00000063297
ENSDARG00000088260	ENSDARG00000075757
ENSDARG00000077943	ENSDARG00000077189
ENSDARG00000070272	ENSDARG00000058325
ENSDARG00000074705	ENSDARG00000074997
ENSDARG00000013730	ENSDARG00000044808
ENSDARG00000076640	ENSDARG00000079972
ENSDARG00000061873	ENSDARG00000022229
ENSDARG00000040114	ENSDARG00000094332
ENSDARG00000040526	ENSDARG00000052192
ENSDARG00000023324	ENSDARG00000041878
ENSDARG00000076461	ENSDARG00000079424
ENSDARG00000002564	ENSDARG00000023209
ENSDARG00000069027	ENSDARG00000015263
ENSDARG00000062552	ENSDARG00000069441
ENSDARG00000051778	ENSDARG00000091265
ENSDARG00000075758	ENSDARG00000013078
ENSDARG00000056009	ENSDARG00000033266
ENSDARG00000043475	ENSDARG00000002353
ENSDARG00000074089	ENSDARG00000010684
ENSDARG00000056771	ENSDARG00000095512
ENSDARG00000059993	ENSDARG00000063347
ENSDARG00000058256	ENSDARG00000087681
ENSDARG00000043142	ENSDARG00000094125
ENSDARG00000036713	ENSDARG00000091765
ENSDARG00000074325	ENSDARG00000069177
ENSDARG00000089941	ENSDARG00000089635
ENSDARG00000053800	ENSDARG00000088640
ENSDARG00000023168	ENSDARG00000027697
ENSDARG00000010029	ENSDARG00000023694
ENSDARG00000070331	ENSDARG00000089847
ENSDARG00000086391	ENSDARG00000070314
ENSDARG00000094466	ENSDARG00000006260
ENSDARG00000070165	ENSDARG00000001807
ENSDARG00000074937	ENSDARG00000093071
ENSDARG00000075761	ENSDARG00000095512
ENSDARG00000029590	ENSDARG00000059534
ENSDARG00000052330	ENSDARG00000028173
ENSDARG00000055920	ENSDARG00000073780
ENSDARG00000057519	ENSDARG00000077343
ENSDARG00000079770	ENSDARG00000079640
ENSDARG00000087002	ENSDARG00000074966
ENSDARG00000079802	ENSDARG00000036567
ENSDARG00000074329	ENSDARG00000061688
ENSDARG00000061459	ENSDARG00000005482
ENSDARG00000089643	ENSDARG00000005368
ENSDARG00000092743	ENSDARG00000088259
ENSDARG00000057519	ENSDARG00000010684
ENSDARG00000051879	ENSDARG00000077007
ENSDARG00000036993	ENSDARG00000006202
ENSDARG00000038876	ENSDARG00000012915
ENSDARG00000090513	ENSDARG00000074966
ENSDARG00000087236	ENSDARG00000059748
ENSDARG00000073861	ENSDARG00000078388
ENSDARG00000074129	ENSDARG00000010524
ENSDARG00000070056	ENSDARG00000075694
ENSDARG00000079770	ENSDARG00000079424
ENSDARG00000088825	ENSDARG00000089856
ENSDARG00000017274	ENSDARG00000002193
ENSDARG00000025187	ENSDARG00000031316
ENSDARG00000078971	ENSDARG00000045945
ENSDARG00000068549	ENSDARG00000027697
ENSDARG00000088029	ENSDARG00000073780
ENSDARG00000091064	ENSDARG00000074966
ENSDARG00000052764	ENSDARG00000038508
ENSDARG00000017446	ENSDARG00000074905
ENSDARG00000054290	ENSDARG00000026842
ENSDARG00000019973	ENSDARG00000018516
ENSDARG00000068704	ENSDARG00000004598
ENSDARG00000090513	ENSDARG00000094125
ENSDARG00000077854	ENSDARG00000010684
ENSDARG00000039150	ENSDARG00000089346
ENSDARG00000016448	ENSDARG00000016825
ENSDARG00000092813	ENSDARG00000091008
ENSDARG00000024789	ENSDARG00000087845
ENSDARG00000075975	ENSDARG00000013784
ENSDARG00000075821	ENSDARG00000017211
ENSDARG00000055331	ENSDARG00000037061
ENSDARG00000075192	ENSDARG00000087253
ENSDARG00000024229	ENSDARG00000040286
ENSDARG00000054323	ENSDARG00000031777
ENSDARG00000086856	ENSDARG00000057497
ENSDARG00000052914	ENSDARG00000016630
ENSDARG00000068124	ENSDARG00000078369
ENSDARG00000079903	ENSDARG00000080017
ENSDARG00000023261	ENSDARG00000040214
ENSDARG00000070289	ENSDARG00000075216
ENSDARG00000074089	ENSDARG00000079937
ENSDARG00000008473	ENSDARG00000087741
ENSDARG00000090151	ENSDARG00000030598
ENSDARG00000040632	ENSDARG00000056097
ENSDARG00000087753	ENSDARG00000055752
ENSDARG00000078951	ENSDARG00000077771
ENSDARG00000074937	ENSDARG00000087235
ENSDARG00000079496	ENSDARG00000074357
ENSDARG00000017834	ENSDARG00000052694
ENSDARG00000031126	ENSDARG00000088411
ENSDARG00000038822	ENSDARG00000073928
ENSDARG00000095127	ENSDARG00000080017
ENSDARG00000042496	ENSDARG00000057974
ENSDARG00000070050	ENSDARG00000089563
ENSDARG00000054632	ENSDARG00000040080
ENSDARG00000027986	ENSDARG00000011973
ENSDARG00000069752	ENSDARG00000043257
ENSDARG00000074563	ENSDARG00000033296
ENSDARG00000062610	ENSDARG00000079424
ENSDARG00000095730	ENSDARG00000045089
ENSDARG00000042106	ENSDARG00000030350
ENSDARG00000089560	ENSDARG00000088453
ENSDARG00000088837	ENSDARG00000062357
ENSDARG00000074089	ENSDARG00000075935
ENSDARG00000056001	ENSDARG00000013921
ENSDARG00000074089	ENSDARG00000090614
ENSDARG00000079858	ENSDARG00000088227
ENSDARG00000023591	ENSDARG00000044096
ENSDARG00000062610	ENSDARG00000090614
ENSDARG00000018602	ENSDARG00000007257
ENSDARG00000038300	ENSDARG00000054036
ENSDARG00000043923	ENSDARG00000003293
ENSDARG00000094324	ENSDARG00000089266
ENSDARG00000037773	ENSDARG00000053459
ENSDARG00000029544	ENSDARG00000055283
ENSDARG00000039547	ENSDARG00000095115
ENSDARG00000088192	ENSDARG00000022229
ENSDARG00000031560	ENSDARG00000073997
ENSDARG00000002912	ENSDARG00000042717
ENSDARG00000076699	ENSDARG00000029291
ENSDARG00000079770	ENSDARG00000071889
ENSDARG00000068219	ENSDARG00000088601
ENSDARG00000025679	ENSDARG00000015337
ENSDARG00000034105	ENSDARG00000071562
ENSDARG00000029036	ENSDARG00000041165
ENSDARG00000038843	ENSDARG00000089004
ENSDARG00000018404	ENSDARG00000028618
ENSDARG00000092650	ENSDARG00000086253
ENSDARG00000086947	ENSDARG00000041960
ENSDARG00000005121	ENSDARG00000091745
ENSDARG00000075115	ENSDARG00000058941
ENSDARG00000086604	ENSDARG00000074260
ENSDARG00000074282	ENSDARG00000090714
ENSDARG00000093027	ENSDARG00000079937
ENSDARG00000062228	ENSDARG00000056411
ENSDARG00000091655	ENSDARG00000042096
ENSDARG00000043002	ENSDARG00000045299
ENSDARG00000068660	ENSDARG00000094080
ENSDARG00000090512	ENSDARG00000068240
ENSDARG00000001015	ENSDARG00000090545
ENSDARG00000025902	ENSDARG00000089038
ENSDARG00000061021	ENSDARG00000090760
ENSDARG00000055952	ENSDARG00000027697
ENSDARG00000037933	ENSDARG00000055855
ENSDARG00000042214	ENSDARG00000033179
ENSDARG00000078941	ENSDARG00000095115
ENSDARG00000008983	ENSDARG00000035470
ENSDARG00000043951	ENSDARG00000077771
ENSDARG00000068566	ENSDARG00000027697
ENSDARG00000089490	ENSDARG00000069954
ENSDARG00000040002	ENSDARG00000062986
ENSDARG00000070265	ENSDARG00000091205
ENSDARG00000092434	ENSDARG00000091523
ENSDARG00000032746	ENSDARG00000004196
ENSDARG00000094653	ENSDARG00000091720
ENSDARG00000078941	ENSDARG00000075482
ENSDARG00000076461	ENSDARG00000075260
ENSDARG00000039232	ENSDARG00000009299
ENSDARG00000012866	ENSDARG00000014137
ENSDARG00000069295	ENSDARG00000070864
ENSDARG00000005485	ENSDARG00000027799
ENSDARG00000054680	ENSDARG00000011029
ENSDARG00000073763	ENSDARG00000078774
ENSDARG00000053739	ENSDARG00000020286
ENSDARG00000052155	ENSDARG00000032188
ENSDARG00000076135	ENSDARG00000073711
ENSDARG00000091587	ENSDARG00000089616
ENSDARG00000068217	ENSDARG00000004618
ENSDARG00000043806	ENSDARG00000061219
ENSDARG00000057107	ENSDARG00000075962
ENSDARG00000043142	ENSDARG00000086383
ENSDARG00000091778	ENSDARG00000094778
ENSDARG00000090973	ENSDARG00000078514
ENSDARG00000091728	ENSDARG00000093756
ENSDARG00000057519	ENSDARG00000075260
ENSDARG00000035122	ENSDARG00000019208
ENSDARG00000087707	ENSDARG00000041005
ENSDARG00000091924	ENSDARG00000037691
ENSDARG00000036109	ENSDARG00000025500
ENSDARG00000089549	ENSDARG00000077775
ENSDARG00000026771	ENSDARG00000070028
ENSDARG00000003963	ENSDARG00000038964
ENSDARG00000056396	ENSDARG00000039850
ENSDARG00000090182	ENSDARG00000088686
ENSDARG00000090279	ENSDARG00000004598
ENSDARG00000003544	ENSDARG00000041609
ENSDARG00000088475	ENSDARG00000078190
ENSDARG00000058160	ENSDARG00000043416
ENSDARG00000076075	ENSDARG00000035322
ENSDARG00000009567	ENSDARG00000039256
ENSDARG00000089560	ENSDARG00000088846
ENSDARG00000075158	ENSDARG00000087934
ENSDARG00000005842	ENSDARG00000016691
ENSDARG00000010290	ENSDARG00000044605
ENSDARG00000077539	ENSDARG00000076707
ENSDARG00000086969	ENSDARG00000075935
ENSDARG00000060200	ENSDARG00000021521
ENSDARG00000092902	ENSDARG00000079782
ENSDARG00000094744	ENSDARG00000094610
ENSDARG00000012330	ENSDARG00000020231
ENSDARG00000087348	ENSDARG00000079289
ENSDARG00000014356	ENSDARG00000023082
ENSDARG00000010701	ENSDARG00000042992
ENSDARG00000078149	ENSDARG00000077560
ENSDARG00000070286	ENSDARG00000088686
ENSDARG00000092434	ENSDARG00000054957
ENSDARG00000075379	ENSDARG00000087451
ENSDARG00000089039	ENSDARG00000088028
ENSDARG00000090267	ENSDARG00000038891
ENSDARG00000017624	ENSDARG00000058358
ENSDARG00000033647	ENSDARG00000011594
ENSDARG00000070280	ENSDARG00000087451
ENSDARG00000077539	ENSDARG00000089195
ENSDARG00000045316	ENSDARG00000068480
ENSDARG00000075333	ENSDARG00000088972
ENSDARG00000092434	ENSDARG00000095030
ENSDARG00000076777	ENSDARG00000079424
ENSDARG00000073902	ENSDARG00000077495
ENSDARG00000061759	ENSDARG00000059794
ENSDARG00000074089	ENSDARG00000077867
ENSDARG00000077293	ENSDARG00000078696
ENSDARG00000013907	ENSDARG00000076449
ENSDARG00000060130	ENSDARG00000086928
ENSDARG00000052919	ENSDARG00000053646
ENSDARG00000087359	ENSDARG00000093068
ENSDARG00000061455	ENSDARG00000089668
ENSDARG00000029419	ENSDARG00000054002
ENSDARG00000093195	ENSDARG00000088259
ENSDARG00000040683	ENSDARG00000037533
ENSDARG00000033444	ENSDARG00000088706
ENSDARG00000060319	ENSDARG00000062416
ENSDARG00000095127	ENSDARG00000079425
ENSDARG00000006896	ENSDARG00000052165
ENSDARG00000035986	ENSDARG00000016481
ENSDARG00000036159	ENSDARG00000076546
ENSDARG00000006025	ENSDARG00000069430
ENSDARG00000069626	ENSDARG00000079170
ENSDARG00000014670	ENSDARG00000078299
ENSDARG00000086591	ENSDARG00000094931
ENSDARG00000077215	ENSDARG00000074331
ENSDARG00000094234	ENSDARG00000053192
ENSDARG00000044179	ENSDARG00000056150
ENSDARG00000068761	ENSDARG00000017078
ENSDARG00000020893	ENSDARG00000013749
ENSDARG00000043553	ENSDARG00000012833
ENSDARG00000069888	ENSDARG00000069505
ENSDARG00000039987	ENSDARG00000018773
ENSDARG00000058270	ENSDARG00000073974
ENSDARG00000092357	ENSDARG00000079782
ENSDARG00000038869	ENSDARG00000068557
ENSDARG00000076777	ENSDARG00000089195
ENSDARG00000011283	ENSDARG00000035555
ENSDARG00000042159	ENSDARG00000058725
ENSDARG00000091203	ENSDARG00000041019
ENSDARG00000052957	ENSDARG00000079572
ENSDARG00000070162	ENSDARG00000078572
ENSDARG00000043953	ENSDARG00000079424
ENSDARG00000090689	ENSDARG00000038147
ENSDARG00000012390	ENSDARG00000023587
ENSDARG00000037545	ENSDARG00000012057
ENSDARG00000078790	ENSDARG00000076236
ENSDARG00000040246	ENSDARG00000077553
ENSDARG00000068659	ENSDARG00000074966
ENSDARG00000057125	ENSDARG00000056228
ENSDARG00000007425	ENSDARG00000086867
ENSDARG00000061956	ENSDARG00000075436
ENSDARG00000041735	ENSDARG00000074248
ENSDARG00000015290	ENSDARG00000059806
ENSDARG00000087951	ENSDARG00000094778
ENSDARG00000087394	ENSDARG00000015959
ENSDARG00000025299	ENSDARG00000045706
ENSDARG00000055983	ENSDARG00000033266
ENSDARG00000061920	ENSDARG00000055752
ENSDARG00000089562	ENSDARG00000076583
ENSDARG00000077539	ENSDARG00000075724
ENSDARG00000073874	ENSDARG00000008219
ENSDARG00000044875	ENSDARG00000008219
ENSDARG00000033599	ENSDARG00000007354
ENSDARG00000078392	ENSDARG00000078037
ENSDARG00000090279	ENSDARG00000041003
ENSDARG00000011640	ENSDARG00000037941
ENSDARG00000090279	ENSDARG00000041005
ENSDARG00000091203	ENSDARG00000092238
ENSDARG00000069346	ENSDARG00000018742
ENSDARG00000062113	ENSDARG00000044146
ENSDARG00000040700	ENSDARG00000042940
ENSDARG00000020133	ENSDARG00000040137
ENSDARG00000077920	ENSDARG00000077905
ENSDARG00000026039	ENSDARG00000035569
ENSDARG00000071368	ENSDARG00000089972
ENSDARG00000015559	ENSDARG00000039576
ENSDARG00000088816	ENSDARG00000089701
ENSDARG00000093296	ENSDARG00000086657
ENSDARG00000089562	ENSDARG00000088418
ENSDARG00000010331	ENSDARG00000036575
ENSDARG00000062610	ENSDARG00000078190
ENSDARG00000094127	ENSDARG00000052021
ENSDARG00000089039	ENSDARG00000088259
ENSDARG00000068576	ENSDARG00000027697
ENSDARG00000036215	ENSDARG00000055955
ENSDARG00000062078	ENSDARG00000062008
ENSDARG00000091699	ENSDARG00000034211
ENSDARG00000005754	ENSDARG00000076810
ENSDARG00000087236	ENSDARG00000086666
ENSDARG00000059166	ENSDARG00000056551
ENSDARG00000086605	ENSDARG00000091720
ENSDARG00000004154	ENSDARG00000011515
ENSDARG00000037064	ENSDARG00000016474
ENSDARG00000018301	ENSDARG00000010541
ENSDARG00000019782	ENSDARG00000094099
ENSDARG00000077854	ENSDARG00000077343
ENSDARG00000087093	ENSDARG00000076069
ENSDARG00000074163	ENSDARG00000076250
ENSDARG00000053269	ENSDARG00000029894
ENSDARG00000030417	ENSDARG00000033029
ENSDARG00000074886	ENSDARG00000006990
ENSDARG00000008275	ENSDARG00000021739
ENSDARG00000088475	ENSDARG00000076707
ENSDARG00000013690	ENSDARG00000074680
ENSDARG00000045006	ENSDARG00000060123
ENSDARG00000010155	ENSDARG00000062991
ENSDARG00000074707	ENSDARG00000016460
ENSDARG00000077165	ENSDARG00000062217
ENSDARG00000039547	ENSDARG00000075482
ENSDARG00000031907	ENSDARG00000019362
ENSDARG00000019526	ENSDARG00000030020
ENSDARG00000043066	ENSDARG00000059182
ENSDARG00000006640	ENSDARG00000019428
ENSDARG00000069888	ENSDARG00000009544
ENSDARG00000092434	ENSDARG00000093665
ENSDARG00000005479	ENSDARG00000089061
ENSDARG00000088118	ENSDARG00000058876
ENSDARG00000023526	ENSDARG00000018342
ENSDARG00000076777	ENSDARG00000078940
ENSDARG00000014673	ENSDARG00000035185
ENSDARG00000070683	ENSDARG00000077630
ENSDARG00000030514	ENSDARG00000003854
ENSDARG00000061103	ENSDARG00000006447
ENSDARG00000014588	ENSDARG00000058392
ENSDARG00000087707	ENSDARG00000094080
ENSDARG00000058158	ENSDARG00000029596
ENSDARG00000089719	ENSDARG00000089405
ENSDARG00000019258	ENSDARG00000055400
ENSDARG00000039216	ENSDARG00000015161
ENSDARG00000090937	ENSDARG00000077964
ENSDARG00000034203	ENSDARG00000093756
ENSDARG00000039647	ENSDARG00000045944
ENSDARG00000011519	ENSDARG00000029321
ENSDARG00000002255	ENSDARG00000019917
ENSDARG00000078941	ENSDARG00000078724
ENSDARG00000017311	ENSDARG00000025027
ENSDARG00000016483	ENSDARG00000060933
ENSDARG00000070220	ENSDARG00000076262
ENSDARG00000061052	ENSDARG00000093281
ENSDARG00000074979	ENSDARG00000078401
ENSDARG00000018461	ENSDARG00000079846
