GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000096461	ENSDART00000151944	11	8	
ENSDARG00000067634	ENSDART00000087610	223	208	
ENSDARG00000039217	ENSDART00000129805	2	0	
ENSDARG00000039217	ENSDART00000057293	1	0	
ENSDARG00000039217	ENSDART00000151213	1	0	
ENSDARG00000039217	ENSDART00000145783	2	1	
ENSDARG00000061672	ENSDART00000135142	4	4	
ENSDARG00000015678	ENSDART00000019294	13	9	
ENSDARG00000053389	ENSDART00000075432	45	54	
ENSDARG00000053389	ENSDART00000151773	16	8	
ENSDARG00000053387	ENSDART00000146374	0	3	
ENSDARG00000053386	ENSDART00000075414	53	52	
ENSDARG00000053386	ENSDART00000112947	15	19	
ENSDARG00000053380	ENSDART00000125704	8	21	
ENSDARG00000053380	ENSDART00000075407	50	55	
ENSDARG00000053380	ENSDART00000131002	13	25	
ENSDARG00000053036	ENSDART00000136535	16	9	
ENSDARG00000015676	ENSDART00000149368	5	1	
ENSDARG00000015676	ENSDART00000021299	59	50	
ENSDARG00000056233	ENSDART00000140102	12	8	
ENSDARG00000056233	ENSDART00000078694	24	35	
ENSDARG00000056230	ENSDART00000078695	20	9	
ENSDARG00000057726	ENSDART00000106564	3	3	
ENSDARG00000057726	ENSDART00000143388	12	14	
ENSDARG00000057723	ENSDART00000080458	37	35	
ENSDARG00000057723	ENSDART00000142405	5	1	
ENSDARG00000057721	ENSDART00000080461	19	23	
ENSDARG00000057729	ENSDART00000080477	145	169	
ENSDARG00000040021	ENSDART00000058546	5	19	
ENSDARG00000040021	ENSDART00000082299	97	104	
ENSDARG00000078997	ENSDART00000114417	1	0	
ENSDARG00000078997	ENSDART00000142858	52	52	
ENSDARG00000035909	ENSDART00000047461	118	97	
ENSDARG00000035909	ENSDART00000146375	0	1	
ENSDARG00000035905	ENSDART00000052123	5	13	
ENSDARG00000035905	ENSDART00000125113	37	39	
ENSDARG00000021143	ENSDART00000060203	75	150	
ENSDARG00000021143	ENSDART00000027758	4	2	
ENSDARG00000021140	ENSDART00000136324	2	2	
ENSDARG00000021140	ENSDART00000032474	59	98	
ENSDARG00000024314	ENSDART00000151850	5	4	
ENSDARG00000021147	ENSDART00000139946	1	0	
ENSDARG00000060070	ENSDART00000129156	214	161	
ENSDARG00000060070	ENSDART00000084266	2	0	
ENSDARG00000060073	ENSDART00000142252	0	1	
ENSDARG00000060073	ENSDART00000084272	75	76	
ENSDARG00000060072	ENSDART00000084284	67	125	
ENSDARG00000060072	ENSDART00000142628	6	2	
ENSDARG00000005026	ENSDART00000122002	145	128	
ENSDARG00000005026	ENSDART00000024639	8	5	
ENSDARG00000005023	ENSDART00000004392	85	71	
ENSDARG00000005023	ENSDART00000151291	4	0	
ENSDARG00000063522	ENSDART00000139517	8	3	
ENSDARG00000063522	ENSDART00000122929	1	2	
ENSDARG00000063524	ENSDART00000109788	133	138	
ENSDARG00000063524	ENSDART00000150843	12	1	
ENSDARG00000063525	ENSDART00000143721	39	31	
ENSDARG00000030092	ENSDART00000043938	25	16	
ENSDARG00000037411	ENSDART00000142109	8	10	
ENSDARG00000037410	ENSDART00000054442	26	30	
ENSDARG00000037410	ENSDART00000145661	2	0	
ENSDARG00000037415	ENSDART00000054452	77	92	
ENSDARG00000037415	ENSDART00000142971	7	8	
ENSDARG00000087187	ENSDART00000092426	8	24	
ENSDARG00000087187	ENSDART00000140726	5	0	
ENSDARG00000087187	ENSDART00000132009	1	2	
ENSDARG00000087187	ENSDART00000128485	1	1	
ENSDARG00000087187	ENSDART00000136160	3	6	
ENSDARG00000087180	ENSDART00000128612	92	75	
ENSDARG00000087180	ENSDART00000148639	1	0	
ENSDARG00000088985	ENSDART00000150126	8	20	
ENSDARG00000088985	ENSDART00000127231	10	11	
ENSDARG00000088984	ENSDART00000129888	62	15	
ENSDARG00000088984	ENSDART00000085662	7	2	
ENSDARG00000088989	ENSDART00000123026	6	1	
ENSDARG00000086856	ENSDART00000128302	68	54	
ENSDARG00000086856	ENSDART00000143882	0	1	
ENSDARG00000071578	ENSDART00000132480	4	0	
ENSDARG00000071578	ENSDART00000105914	0	4	
ENSDARG00000039959	ENSDART00000150096	70	38	
ENSDARG00000086859	ENSDART00000123789	30	38	
ENSDARG00000086859	ENSDART00000147363	1	4	
ENSDARG00000071573	ENSDART00000138363	9	7	
ENSDARG00000071573	ENSDART00000105903	9	4	
ENSDARG00000071573	ENSDART00000134356	4	3	
ENSDARG00000071570	ENSDART00000139297	1	2	
ENSDARG00000069649	ENSDART00000147086	14	5	
ENSDARG00000062693	ENSDART00000090646	0	1	
ENSDARG00000062693	ENSDART00000090934	4	1	
ENSDARG00000062693	ENSDART00000091877	12	33	
ENSDARG00000062693	ENSDART00000150054	1	0	
ENSDARG00000062693	ENSDART00000149694	26	35	
ENSDARG00000069640	ENSDART00000149530	6	5	
ENSDARG00000069640	ENSDART00000101489	65	62	
ENSDARG00000062696	ENSDART00000090907	17	31	
ENSDARG00000062695	ENSDART00000090942	23	31	
ENSDARG00000087453	ENSDART00000150100	18	14	
ENSDARG00000034291	ENSDART00000045284	3	4	
ENSDARG00000034291	ENSDART00000147873	3	5	
ENSDARG00000034291	ENSDART00000137213	6	5	
ENSDARG00000034291	ENSDART00000145554	16	17	
ENSDARG00000034293	ENSDART00000152791	11	6	
ENSDARG00000034293	ENSDART00000018500	18	49	
ENSDARG00000034293	ENSDART00000152759	0	1	
ENSDARG00000034293	ENSDART00000047580	0	2	
ENSDARG00000018542	ENSDART00000041351	7	10	
ENSDARG00000018542	ENSDART00000136016	25	25	
ENSDARG00000086585	ENSDART00000127494	18	7	
ENSDARG00000086585	ENSDART00000129055	29	29	
ENSDARG00000004372	ENSDART00000147440	32	10	
ENSDARG00000004372	ENSDART00000109023	11	14	
ENSDARG00000004378	ENSDART00000143353	8	11	
ENSDARG00000004378	ENSDART00000148287	3	3	
ENSDARG00000004378	ENSDART00000149856	2	0	
ENSDARG00000004378	ENSDART00000147290	12	2	
ENSDARG00000062349	ENSDART00000144840	14	5	
ENSDARG00000062347	ENSDART00000090059	158	219	
ENSDARG00000062346	ENSDART00000089971	287	331	
ENSDARG00000033413	ENSDART00000139053	5	0	
ENSDARG00000033413	ENSDART00000066944	1	0	
ENSDARG00000033413	ENSDART00000132864	0	2	
ENSDARG00000036427	ENSDART00000135109	2	3	
ENSDARG00000036427	ENSDART00000052917	5	0	
ENSDARG00000006837	ENSDART00000024104	36	27	
ENSDARG00000006837	ENSDART00000112277	3	9	
ENSDARG00000006832	ENSDART00000144501	3	4	
ENSDARG00000006832	ENSDART00000147101	8	5	
ENSDARG00000006832	ENSDART00000038740	70	36	
ENSDARG00000001825	ENSDART00000147713	4	1	
ENSDARG00000001829	ENSDART00000144664	1	0	
ENSDARG00000001829	ENSDART00000130038	6	1	
ENSDARG00000001829	ENSDART00000024606	11	6	
ENSDARG00000008796	ENSDART00000145336	4	0	
ENSDARG00000086321	ENSDART00000140285	13	14	
ENSDARG00000086327	ENSDART00000127015	27	47	
ENSDARG00000086327	ENSDART00000145273	24	11	
ENSDARG00000007323	ENSDART00000015193	39	18	
ENSDARG00000007323	ENSDART00000149418	5	1	
ENSDARG00000068997	ENSDART00000151981	5	8	
ENSDARG00000068992	ENSDART00000132212	2	2	
ENSDARG00000068992	ENSDART00000099994	56	63	
ENSDARG00000031814	ENSDART00000134622	3	0	
ENSDARG00000031814	ENSDART00000127558	59	49	
ENSDARG00000031814	ENSDART00000139885	4	0	
ENSDARG00000068991	ENSDART00000143086	8	2	
ENSDARG00000077625	ENSDART00000108654	32	33	
ENSDARG00000077625	ENSDART00000001136	1	1	
ENSDARG00000077620	ENSDART00000140695	2	0	
ENSDARG00000077620	ENSDART00000137201	0	2	
ENSDARG00000077622	ENSDART00000110501	28	16	
ENSDARG00000077623	ENSDART00000138490	11	13	
ENSDARG00000077623	ENSDART00000113436	138	144	
ENSDARG00000044015	ENSDART00000148013	12	7	
ENSDARG00000044015	ENSDART00000080430	44	61	
ENSDARG00000005561	ENSDART00000016314	88	66	
ENSDARG00000005561	ENSDART00000138672	3	3	
ENSDARG00000005567	ENSDART00000122053	13	21	
ENSDARG00000005567	ENSDART00000129683	8	21	
ENSDARG00000005565	ENSDART00000011245	27	12	
ENSDARG00000005565	ENSDART00000125659	36	21	
ENSDARG00000002020	ENSDART00000058311	3	3	
ENSDARG00000002021	ENSDART00000022830	52	57	
ENSDARG00000002026	ENSDART00000136913	12	18	
ENSDARG00000002026	ENSDART00000139958	1	0	
ENSDARG00000002026	ENSDART00000018737	31	25	
ENSDARG00000094117	ENSDART00000132509	57	87	
ENSDARG00000094117	ENSDART00000140972	4	4	
ENSDARG00000094110	ENSDART00000141296	10	7	
ENSDARG00000094110	ENSDART00000147312	28	21	
ENSDARG00000000887	ENSDART00000138849	10	3	
ENSDARG00000000887	ENSDART00000000992	1	0	
ENSDARG00000009901	ENSDART00000062385	4	6	
ENSDARG00000009905	ENSDART00000007356	57	55	
ENSDARG00000032430	ENSDART00000016860	131	109	
ENSDARG00000032430	ENSDART00000135541	4	5	
ENSDARG00000032431	ENSDART00000146544	8	2	
ENSDARG00000015887	ENSDART00000139649	0	1	
ENSDARG00000091545	ENSDART00000129614	15	6	
ENSDARG00000091545	ENSDART00000127227	0	2	
ENSDARG00000091542	ENSDART00000131778	15	15	
ENSDARG00000091542	ENSDART00000145994	5	9	
ENSDARG00000091542	ENSDART00000145402	1	0	
ENSDARG00000095643	ENSDART00000105942	18	40	
ENSDARG00000095645	ENSDART00000131281	2	2	
ENSDARG00000095645	ENSDART00000143916	27	21	
ENSDARG00000075664	ENSDART00000151606	9	7	
ENSDARG00000075664	ENSDART00000151110	7	9	
ENSDARG00000075668	ENSDART00000111547	4	0	
ENSDARG00000075668	ENSDART00000114882	418	456	
ENSDARG00000075669	ENSDART00000098991	7	7	
ENSDARG00000043497	ENSDART00000063857	88	47	
ENSDARG00000043493	ENSDART00000136864	19	5	
ENSDARG00000043493	ENSDART00000063849	301	326	
ENSDARG00000043493	ENSDART00000136176	6	6	
ENSDARG00000095399	ENSDART00000143771	16	12	
ENSDARG00000095394	ENSDART00000135090	12	6	
ENSDARG00000095394	ENSDART00000133282	0	4	
ENSDARG00000095396	ENSDART00000140493	0	1	
ENSDARG00000095396	ENSDART00000144072	1	2	
ENSDARG00000095390	ENSDART00000144586	1	5	
ENSDARG00000095390	ENSDART00000132195	8	5	
ENSDARG00000095390	ENSDART00000145080	6	4	
ENSDARG00000095393	ENSDART00000146421	0	1	
ENSDARG00000095393	ENSDART00000138428	0	1	
ENSDARG00000095393	ENSDART00000134438	1	2	
ENSDARG00000095393	ENSDART00000142632	2	4	
ENSDARG00000045669	ENSDART00000067151	65	110	
ENSDARG00000045661	ENSDART00000150412	1	0	
ENSDARG00000045661	ENSDART00000150681	3	5	
ENSDARG00000045661	ENSDART00000103622	2	0	
ENSDARG00000045660	ENSDART00000067138	56	53	
ENSDARG00000045660	ENSDART00000150636	3	2	
ENSDARG00000045665	ENSDART00000131031	60	59	
ENSDARG00000045665	ENSDART00000122984	12	27	
ENSDARG00000016280	ENSDART00000016727	1	0	
ENSDARG00000016280	ENSDART00000131843	4	2	
ENSDARG00000092012	ENSDART00000139853	29	32	
ENSDARG00000092012	ENSDART00000137159	12	4	
ENSDARG00000092012	ENSDART00000141280	7	8	
ENSDARG00000092012	ENSDART00000135815	3	4	
ENSDARG00000092014	ENSDART00000135518	6	12	
ENSDARG00000092014	ENSDART00000143051	15	24	
ENSDARG00000092014	ENSDART00000141768	5	2	
ENSDARG00000042368	ENSDART00000002641	133	134	
ENSDARG00000093947	ENSDART00000136163	11	9	
ENSDARG00000093947	ENSDART00000142896	16	17	
ENSDARG00000075084	ENSDART00000124330	55	77	
ENSDARG00000075085	ENSDART00000150486	28	32	
ENSDARG00000075089	ENSDART00000152158	6	3	
ENSDARG00000075089	ENSDART00000110808	10	12	
ENSDARG00000087845	ENSDART00000128998	11	2	
ENSDARG00000087845	ENSDART00000127356	4	0	
ENSDARG00000087845	ENSDART00000130658	2	0	
ENSDARG00000087844	ENSDART00000126479	105	149	
ENSDARG00000087844	ENSDART00000145027	2	4	
ENSDARG00000088030	ENSDART00000151699	2	5	
ENSDARG00000088030	ENSDART00000147185	13	15	
ENSDARG00000088030	ENSDART00000151754	12	2	
ENSDARG00000079888	ENSDART00000114513	2	0	
ENSDARG00000079889	ENSDART00000109705	107	129	
ENSDARG00000079889	ENSDART00000131984	17	20	
ENSDARG00000079886	ENSDART00000138965	2	1	
ENSDARG00000079886	ENSDART00000146758	9	4	
ENSDARG00000079886	ENSDART00000133182	2	2	
ENSDARG00000079882	ENSDART00000149748	32	16	
ENSDARG00000079882	ENSDART00000073603	66	53	
ENSDARG00000044203	ENSDART00000065091	8	7	
ENSDARG00000044203	ENSDART00000141557	24	25	
ENSDARG00000044203	ENSDART00000064903	0	3	
ENSDARG00000044204	ENSDART00000114115	1	0	
ENSDARG00000017624	ENSDART00000012644	9	9	
ENSDARG00000017624	ENSDART00000065351	1	0	
ENSDARG00000043963	ENSDART00000064546	73	100	
ENSDARG00000096665	ENSDART00000152117	83	113	
ENSDARG00000096665	ENSDART00000152260	1	1	
ENSDARG00000096667	ENSDART00000152803	2	12	
ENSDARG00000096667	ENSDART00000152785	1	2	
ENSDARG00000096667	ENSDART00000152617	7	6	
ENSDARG00000096661	ENSDART00000152575	2	6	
ENSDARG00000096662	ENSDART00000152437	76	73	
ENSDARG00000096662	ENSDART00000152579	20	20	
ENSDARG00000096662	ENSDART00000152287	5	46	
ENSDARG00000096669	ENSDART00000152612	25	20	
ENSDARG00000096669	ENSDART00000152284	23	11	
ENSDARG00000059474	ENSDART00000082702	5	17	
ENSDARG00000059474	ENSDART00000134673	12	5	
ENSDARG00000059472	ENSDART00000082696	10	12	
ENSDARG00000059472	ENSDART00000134386	42	37	
ENSDARG00000093054	ENSDART00000140700	1	0	
ENSDARG00000093054	ENSDART00000145772	22	27	
ENSDARG00000093051	ENSDART00000132636	10	12	
ENSDARG00000093051	ENSDART00000137787	9	18	
ENSDARG00000093051	ENSDART00000134336	3	9	
ENSDARG00000093051	ENSDART00000146239	3	1	
ENSDARG00000093052	ENSDART00000139430	30	25	
ENSDARG00000093052	ENSDART00000138553	0	1	
ENSDARG00000040433	ENSDART00000015232	36	42	
ENSDARG00000040433	ENSDART00000131765	21	6	
ENSDARG00000040432	ENSDART00000149045	1	0	
ENSDARG00000061479	ENSDART00000123812	41	24	
ENSDARG00000061479	ENSDART00000126447	4	4	
ENSDARG00000061479	ENSDART00000087694	22	15	
ENSDARG00000061472	ENSDART00000150233	4	0	
ENSDARG00000061472	ENSDART00000150118	6	4	
ENSDARG00000061473	ENSDART00000153284	8	10	
ENSDARG00000061471	ENSDART00000087663	194	220	
ENSDARG00000090629	ENSDART00000123195	26	34	
ENSDARG00000090625	ENSDART00000151025	18	13	
ENSDARG00000090623	ENSDART00000152987	242	198	
ENSDARG00000090623	ENSDART00000121778	0	1	
ENSDARG00000090622	ENSDART00000150549	22	24	
ENSDARG00000001442	ENSDART00000105745	19	33	
ENSDARG00000001442	ENSDART00000044884	2	2	
ENSDARG00000001447	ENSDART00000142545	0	2	
ENSDARG00000006494	ENSDART00000006343	2	0	
ENSDARG00000006494	ENSDART00000124732	92	96	
ENSDARG00000011326	ENSDART00000135843	66	42	
ENSDARG00000011326	ENSDART00000002094	16	5	
ENSDARG00000091974	ENSDART00000144326	28	15	
ENSDARG00000091974	ENSDART00000133268	21	20	
ENSDARG00000091971	ENSDART00000150311	7	8	
ENSDARG00000091971	ENSDART00000144563	4	3	
ENSDARG00000091972	ENSDART00000142867	21	16	
ENSDARG00000057299	ENSDART00000138120	15	22	
ENSDARG00000057299	ENSDART00000079922	1	4	
ENSDARG00000057296	ENSDART00000079926	0	1	
ENSDARG00000057296	ENSDART00000145342	40	44	
ENSDARG00000057292	ENSDART00000138727	1	0	
ENSDARG00000057292	ENSDART00000079913	49	23	
ENSDARG00000057292	ENSDART00000144877	1	1	
ENSDARG00000057292	ENSDART00000123334	51	44	
ENSDARG00000021787	ENSDART00000141616	145	113	
ENSDARG00000094250	ENSDART00000144242	1	0	
ENSDARG00000094250	ENSDART00000150749	3	0	
ENSDARG00000094257	ENSDART00000150245	2	3	
ENSDARG00000094257	ENSDART00000142209	25	10	
ENSDARG00000094258	ENSDART00000092925	1	3	
ENSDARG00000094258	ENSDART00000148003	1	0	
ENSDARG00000094258	ENSDART00000143542	2	1	
ENSDARG00000025493	ENSDART00000033865	20	21	
ENSDARG00000025493	ENSDART00000150976	2	4	
ENSDARG00000078373	ENSDART00000115218	194	216	
ENSDARG00000041361	ENSDART00000060630	2	10	
ENSDARG00000041361	ENSDART00000138654	0	1	
ENSDARG00000020788	ENSDART00000146900	15	7	
ENSDARG00000020788	ENSDART00000134659	8	7	
ENSDARG00000020781	ENSDART00000081513	310	221	
ENSDARG00000020781	ENSDART00000011757	1	0	
ENSDARG00000028173	ENSDART00000132792	7	5	
ENSDARG00000028173	ENSDART00000041319	117	96	
ENSDARG00000028173	ENSDART00000129758	1	2	
ENSDARG00000091023	ENSDART00000122832	59	52	
ENSDARG00000091023	ENSDART00000134699	12	8	
ENSDARG00000091026	ENSDART00000131216	12	16	
ENSDARG00000091028	ENSDART00000143060	35	36	
ENSDARG00000004436	ENSDART00000114714	3	1	
ENSDARG00000004436	ENSDART00000134045	8	6	
ENSDARG00000004436	ENSDART00000146559	5	3	
ENSDARG00000059768	ENSDART00000151810	6	23	
ENSDARG00000059768	ENSDART00000151193	124	59	
ENSDARG00000059768	ENSDART00000151745	11	23	
ENSDARG00000059768	ENSDART00000151369	3	9	
ENSDARG00000059768	ENSDART00000108937	1	0	
ENSDARG00000054177	ENSDART00000153212	23	27	
ENSDARG00000037713	ENSDART00000146238	0	2	
ENSDARG00000037713	ENSDART00000054925	7	4	
ENSDARG00000037713	ENSDART00000101586	0	2	
ENSDARG00000018383	ENSDART00000002633	47	49	
ENSDARG00000018383	ENSDART00000122177	1	0	
ENSDARG00000053995	ENSDART00000076120	18	16	
ENSDARG00000053995	ENSDART00000129259	83	104	
ENSDARG00000062103	ENSDART00000089348	8	14	
ENSDARG00000062103	ENSDART00000144648	67	57	
ENSDARG00000062101	ENSDART00000125693	1	0	
ENSDARG00000062101	ENSDART00000144686	6	6	
ENSDARG00000062101	ENSDART00000089379	35	37	
ENSDARG00000062106	ENSDART00000146300	15	4	
ENSDARG00000062108	ENSDART00000136504	9	8	
ENSDARG00000062108	ENSDART00000123011	58	74	
ENSDARG00000062108	ENSDART00000089386	12	6	
ENSDARG00000096341	ENSDART00000151146	19	27	
ENSDARG00000096341	ENSDART00000151820	5	16	
ENSDARG00000096341	ENSDART00000151413	1	5	
ENSDARG00000096346	ENSDART00000151021	6	8	
ENSDARG00000096346	ENSDART00000150967	17	10	
ENSDARG00000052223	ENSDART00000074036	24	16	
ENSDARG00000052223	ENSDART00000147394	4	4	
ENSDARG00000007526	ENSDART00000108787	12	11	
ENSDARG00000007526	ENSDART00000079762	0	1	
ENSDARG00000007523	ENSDART00000126732	5	48	
ENSDARG00000007523	ENSDART00000123369	1	0	
ENSDARG00000000966	ENSDART00000051139	136	141	
ENSDARG00000000966	ENSDART00000133292	4	5	
ENSDARG00000073817	ENSDART00000089545	14	11	
ENSDARG00000073817	ENSDART00000089544	78	72	
ENSDARG00000073814	ENSDART00000112872	4	1	
ENSDARG00000073814	ENSDART00000132835	37	16	
ENSDARG00000073813	ENSDART00000113596	118	110	
ENSDARG00000073813	ENSDART00000114347	1	2	
ENSDARG00000073810	ENSDART00000148562	12	13	
ENSDARG00000073810	ENSDART00000111772	135	109	
ENSDARG00000073810	ENSDART00000148747	14	11	
ENSDARG00000057881	ENSDART00000137364	0	1	
ENSDARG00000057887	ENSDART00000080638	0	2	
ENSDARG00000057887	ENSDART00000142353	1	2	
ENSDARG00000005966	ENSDART00000013784	13	16	
ENSDARG00000005966	ENSDART00000142053	1	2	
ENSDARG00000062954	ENSDART00000127803	1	0	
ENSDARG00000062954	ENSDART00000135285	7	25	
ENSDARG00000062954	ENSDART00000136681	2	10	
ENSDARG00000070545	ENSDART00000065949	148	134	
ENSDARG00000070543	ENSDART00000137900	39	25	
ENSDARG00000070543	ENSDART00000103652	81	46	
ENSDARG00000021991	ENSDART00000003922	103	93	
ENSDARG00000021991	ENSDART00000137934	6	3	
ENSDARG00000092856	ENSDART00000133014	1	2	
ENSDARG00000092856	ENSDART00000136386	11	13	
ENSDARG00000092856	ENSDART00000143685	8	5	
ENSDARG00000068415	ENSDART00000139674	5	1	
ENSDARG00000068415	ENSDART00000142607	1	1	
ENSDARG00000028435	ENSDART00000151510	18	20	
ENSDARG00000028435	ENSDART00000036499	24	11	
ENSDARG00000068410	ENSDART00000098928	58	31	
ENSDARG00000068410	ENSDART00000142839	8	15	
ENSDARG00000024503	ENSDART00000030900	1	0	
ENSDARG00000024503	ENSDART00000114934	0	1	
ENSDARG00000074930	ENSDART00000142975	11	6	
ENSDARG00000033596	ENSDART00000144414	2	3	
ENSDARG00000033597	ENSDART00000152705	52	52	
ENSDARG00000070336	ENSDART00000103128	1	1	
ENSDARG00000070336	ENSDART00000143828	14	8	
ENSDARG00000033599	ENSDART00000134455	1	4	
ENSDARG00000070995	ENSDART00000061745	6	1	
ENSDARG00000070995	ENSDART00000100762	1	0	
ENSDARG00000077128	ENSDART00000113712	73	70	
ENSDARG00000077126	ENSDART00000127330	16	11	
ENSDARG00000077126	ENSDART00000126773	1	0	
ENSDARG00000077126	ENSDART00000055279	2	0	
ENSDARG00000077124	ENSDART00000152659	46	84	
ENSDARG00000077121	ENSDART00000150180	0	2	
ENSDARG00000077121	ENSDART00000110347	141	110	
ENSDARG00000069439	ENSDART00000101077	6	7	
ENSDARG00000069439	ENSDART00000139143	3	3	
ENSDARG00000069435	ENSDART00000110335	10	11	
ENSDARG00000069435	ENSDART00000101066	10	9	
ENSDARG00000069432	ENSDART00000099003	19	16	
ENSDARG00000069432	ENSDART00000101057	10	4	
ENSDARG00000069433	ENSDART00000139678	8	6	
ENSDARG00000069433	ENSDART00000135313	2	1	
ENSDARG00000069433	ENSDART00000141353	3	1	
ENSDARG00000069433	ENSDART00000140528	8	7	
ENSDARG00000069431	ENSDART00000122976	2	5	
ENSDARG00000059900	ENSDART00000143909	127	142	
ENSDARG00000059902	ENSDART00000083820	95	70	
ENSDARG00000059902	ENSDART00000151402	8	5	
ENSDARG00000059905	ENSDART00000123717	28	19	
ENSDARG00000074476	ENSDART00000137646	3	1	
ENSDARG00000035285	ENSDART00000143573	3	15	
ENSDARG00000035285	ENSDART00000097574	50	54	
ENSDARG00000042508	ENSDART00000129091	49	47	
ENSDARG00000042508	ENSDART00000062336	27	8	
ENSDARG00000042508	ENSDART00000133189	5	7	
ENSDARG00000042507	ENSDART00000062331	13	17	
ENSDARG00000042507	ENSDART00000063570	50	56	
ENSDARG00000008237	ENSDART00000003296	80	52	
ENSDARG00000008237	ENSDART00000147862	0	5	
ENSDARG00000094093	ENSDART00000146760	12	9	
ENSDARG00000094093	ENSDART00000134225	3	4	
ENSDARG00000094097	ENSDART00000136917	8	7	
ENSDARG00000094097	ENSDART00000145442	6	2	
ENSDARG00000094097	ENSDART00000138513	14	12	
ENSDARG00000094097	ENSDART00000141488	15	12	
ENSDARG00000094098	ENSDART00000130753	1	6	
ENSDARG00000094098	ENSDART00000141987	11	6	
ENSDARG00000094099	ENSDART00000146714	21	17	
ENSDARG00000094099	ENSDART00000139558	9	9	
ENSDARG00000094099	ENSDART00000139961	48	54	
ENSDARG00000094747	ENSDART00000139658	2	4	
ENSDARG00000094747	ENSDART00000141286	12	9	
ENSDARG00000077788	ENSDART00000149129	2	0	
ENSDARG00000077788	ENSDART00000148775	2	5	
ENSDARG00000077788	ENSDART00000150084	2	11	
ENSDARG00000035579	ENSDART00000051587	5	3	
ENSDARG00000035759	ENSDART00000049129	2	1	
ENSDARG00000035759	ENSDART00000099559	11	19	
ENSDARG00000035751	ENSDART00000108471	27	48	
ENSDARG00000035751	ENSDART00000051879	7	11	
ENSDARG00000075780	ENSDART00000150003	75	130	
ENSDARG00000075783	ENSDART00000133523	3	3	
ENSDARG00000074781	ENSDART00000108571	385	367	
ENSDARG00000074781	ENSDART00000092493	1	1	
ENSDARG00000074789	ENSDART00000106529	80	112	
ENSDARG00000074789	ENSDART00000142151	4	7	
ENSDARG00000077875	ENSDART00000147087	28	10	
ENSDARG00000077874	ENSDART00000136916	95	82	
ENSDARG00000077871	ENSDART00000109094	8	4	
ENSDARG00000077871	ENSDART00000146996	97	224	
ENSDARG00000077870	ENSDART00000151131	2	4	
ENSDARG00000077870	ENSDART00000151767	19	22	
ENSDARG00000077870	ENSDART00000151333	0	1	
ENSDARG00000077870	ENSDART00000151534	1	1	
ENSDARG00000077870	ENSDART00000111885	4	5	
ENSDARG00000077872	ENSDART00000038499	70	38	
ENSDARG00000077872	ENSDART00000033228	0	2	
ENSDARG00000075437	ENSDART00000133910	2	0	
ENSDARG00000075437	ENSDART00000098400	21	33	
ENSDARG00000075437	ENSDART00000147609	93	72	
ENSDARG00000075437	ENSDART00000133607	2	0	
ENSDARG00000075436	ENSDART00000152345	10	16	
ENSDARG00000051824	ENSDART00000073512	0	1	
ENSDARG00000051824	ENSDART00000135897	34	41	
ENSDARG00000075434	ENSDART00000111348	85	54	
ENSDARG00000075434	ENSDART00000136803	4	1	
ENSDARG00000075434	ENSDART00000150031	4	3	
ENSDARG00000051828	ENSDART00000152582	63	67	
ENSDARG00000051828	ENSDART00000073516	1	0	
ENSDARG00000092935	ENSDART00000134329	12	11	
ENSDARG00000092937	ENSDART00000132074	4	4	
ENSDARG00000092937	ENSDART00000133395	5	5	
ENSDARG00000089090	ENSDART00000147383	2	0	
ENSDARG00000089097	ENSDART00000150691	7	9	
ENSDARG00000089097	ENSDART00000128628	19	12	
ENSDARG00000044902	ENSDART00000129307	9	23	
ENSDARG00000044902	ENSDART00000127791	139	111	
ENSDARG00000095059	ENSDART00000145662	6	5	
ENSDARG00000095059	ENSDART00000147041	1	0	
ENSDARG00000095059	ENSDART00000137054	1	0	
ENSDARG00000095059	ENSDART00000146427	5	2	
ENSDARG00000095059	ENSDART00000137674	1	4	
ENSDARG00000095059	ENSDART00000143532	1	1	
ENSDARG00000095058	ENSDART00000144509	5	5	
ENSDARG00000095058	ENSDART00000136564	6	2	
ENSDARG00000095058	ENSDART00000133614	2	2	
ENSDARG00000095057	ENSDART00000141318	16	7	
ENSDARG00000095057	ENSDART00000145099	12	2	
ENSDARG00000095057	ENSDART00000138880	18	17	
ENSDARG00000095056	ENSDART00000151798	5	11	
ENSDARG00000095056	ENSDART00000142269	11	21	
ENSDARG00000095055	ENSDART00000146182	18	16	
ENSDARG00000034907	ENSDART00000043291	3	2	
ENSDARG00000034907	ENSDART00000144718	4	2	
ENSDARG00000034907	ENSDART00000144069	1	7	
ENSDARG00000088321	ENSDART00000150865	16	5	
ENSDARG00000088320	ENSDART00000146003	23	14	
ENSDARG00000079433	ENSDART00000152470	20	11	
ENSDARG00000079433	ENSDART00000101900	10	4	
ENSDARG00000079434	ENSDART00000145373	5	3	
ENSDARG00000079434	ENSDART00000144340	8	10	
ENSDARG00000079434	ENSDART00000111426	1	0	
ENSDARG00000011170	ENSDART00000019949	72	62	
ENSDARG00000011171	ENSDART00000135591	217	194	
ENSDARG00000011171	ENSDART00000040740	34	19	
ENSDARG00000019360	ENSDART00000135105	6	3	
ENSDARG00000019360	ENSDART00000143359	1	1	
ENSDARG00000019360	ENSDART00000146293	3	1	
ENSDARG00000019360	ENSDART00000132371	8	7	
ENSDARG00000019362	ENSDART00000141564	14	14	
